"id","group","drink_groom","drink_move/explore","food motivated_groom","food motivated_move/explore","groom_drink","groom_food motivated","groom_move/explore","move/explore_drink","move/explore_food motivated","move/explore_groom","move/explore_shelter","shelter_move/explore"
1208,"saline_lira",0.22,0.56,0.0274390243902439,0.25,0.133928571428571,0.0446428571428571,0.178571428571429,0.127007299270073,0.118248175182482,0.0554744525547445,0.0905109489051095,0.379518072289157
1613,"lira_sd",0.0517241379310345,0.137931034482759,0.0895522388059701,0.126865671641791,0.0024330900243309,0.0535279805352798,0.440389294403893,0.0167224080267558,0.0568561872909699,0.294314381270903,0.0234113712374582,0.203703703703704
1613,"saline_lira",0.0689655172413793,0.741379310344828,0.25,0.533582089552239,0.0048661800486618,0.160583941605839,0.338199513381995,0.0752508361204013,0.240802675585284,0.225752508361204,0.0668896321070234,0.740740740740741
1615,"lira_sd",0,0.208333333333333,0.100294985250737,0.209439528023599,0.00389105058365758,0.108949416342412,0.206225680933852,0.0102040816326531,0.198979591836735,0.122448979591837,0.0510204081632653,0.375
1615,"saline_lira",0.125,0.666666666666667,0.309734513274336,0.380530973451327,0.00389105058365758,0.428015564202335,0.249027237354086,0.0459183673469388,0.313775510204082,0.170918367346939,0.086734693877551,0.607142857142857
1710,"LiCl",0.0823529411764706,0.164705882352941,0.191176470588235,0.156862745098039,0.0155440414507772,0.106217616580311,0.225388601036269,0.021398002853067,0.0427960057061341,0.126961483594864,0.0299572039942939,0.141975308641975
1710,"orfo",0.0117647058823529,0.176470588235294,0,0.107843137254902,0.00259067357512953,0,0.253886010362694,0.0199714693295292,0.0299572039942939,0.139800285306705,0.0499286733238231,0.209876543209877
1710,"saline_licl",0.0235294117647059,0.176470588235294,0.0147058823529412,0.132352941176471,0.0077720207253886,0.00518134715025906,0.16580310880829,0.0199714693295292,0.0385164051355207,0.0912981455064194,0.0513552068473609,0.222222222222222
1710,"saline_orfo",0.0705882352941176,0.294117647058824,0.0441176470588235,0.352941176470588,0.00259067357512953,0.0207253886010363,0.191709844559585,0.0427960057061341,0.10413694721826,0.0970042796005706,0.094151212553495,0.407407407407407
1788,"orfo",0.0882352941176471,0.426470588235294,0.0573248407643312,0.45859872611465,0.12987012987013,0.0909090909090909,0.480519480519481,0.127388535031847,0.157112526539278,0.0700636942675159,0.182590233545648,0.505952380952381
1788,"saline_orfo",0.0661764705882353,0.419117647058824,0.0254777070063694,0.45859872611465,0.12987012987013,0.051948051948052,0.116883116883117,0.118895966029724,0.148619957537155,0.0212314225053079,0.174097664543524,0.482142857142857
1789,"orfo",0.240875912408759,0.262773722627737,0.11437908496732,0.313725490196078,0.0686695278969957,0.0836909871244635,0.446351931330472,0.045679012345679,0.112345679012346,0.260493827160494,0.0765432098765432,0.423611111111111
1789,"saline_orfo",0.167883211678832,0.328467153284672,0.101307189542484,0.470588235294118,0.0493562231759657,0.0536480686695279,0.298283261802575,0.0555555555555556,0.185185185185185,0.162962962962963,0.101234567901235,0.5625
1790,"LiCl",0.0057471264367816,0.114942528735632,0.00692041522491349,0.235294117647059,0.0091743119266055,0.018348623853211,0.13302752293578,0.0220673635307782,0.0754936120789779,0.0371660859465738,0.0534262485481998,0.135384615384615
1790,"orfo",0.235632183908046,0.229885057471264,0.027681660899654,0.207612456747405,0.18348623853211,0.0412844036697248,0.31651376146789,0.0476190476190476,0.0673635307781649,0.0801393728222996,0.0801393728222996,0.209230769230769
1790,"saline_licl",0.0114942528735632,0.21264367816092,0.027681660899654,0.252595155709343,0.00458715596330275,0.0321100917431193,0.13302752293578,0.0441347270615563,0.0847851335656214,0.0313588850174216,0.137049941927991,0.356923076923077
1790,"saline_orfo",0.0114942528735632,0.17816091954023,0.027681660899654,0.211072664359862,0.00458715596330275,0.0229357798165138,0.100917431192661,0.0371660859465738,0.0720092915214866,0.0209059233449477,0.10917537746806,0.286153846153846
1836,"orfo",0.024390243902439,0.528455284552846,0.194230769230769,0.192307692307692,0.00368324125230202,0.186003683241252,0.287292817679558,0.0648330058939096,0.0982318271119843,0.154223968565815,0.168958742632613,0.514705882352941
1836,"saline_orfo",0.032520325203252,0.414634146341463,0.251923076923077,0.361538461538462,0.00368324125230202,0.263351749539595,0.23572744014733,0.0520628683693517,0.171905697445973,0.136542239685658,0.153241650294695,0.458823529411765
